"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Siderite","Siderite","Siderite","Fe2+CO3","Fe(CO3)","Fe^2+^CO_3_","Fe(CO_3_)","Fe<sup>2+</sup>CO<sub>3</sub>","Fe(CO<sub>3</sub>)","Fe C O","","R040034 R050262 R050349","4073","unknown","1845","Approved","Calcite","calcite","Haidinger W (1845) Zweite Klasse: Geogenide. II. Ordnung. Baryte I. Parachrosbaryt. Siderit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 499-506","hexagonal","4000","Fe^2+ C O"
"Siderophyllite","Siderophyllite","Siderophyllite","KFe2+2Al(Si2Al2)O10(OH)2","KFe2+2Al(Si2Al2)O10(OH)2","KFe^2+^_2_Al(Si_2_Al_2_)O_10_(OH)_2_","KFe^2+^_2_Al(Si_2_Al_2_)O_10_(OH)_2_","KFe<sup>2+</sup><sub>2</sub>Al(Si<sub>2</sub>Al<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>","KFe<sup>2+</sup><sub>2</sub>Al(Si<sub>2</sub>Al<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>","K Fe Al Si O H","","","4075","USA","1881","Approved","Mica","mica-true micas","Lewis H C (1881) On siderophyllite - a new mineral, Proceedings of the Academy of Natural Sciences of Philadelphia 32, 254-255","monoclinic|hexagonal","2906","K Fe^2+ Al Si O H"
"Sidorenkite","Sidorenkite","Sidorenkite","Na3Mn2+(P5+O4)(CO3)","Na3Mn(PO4)(CO3)","Na_3_Mn^2+^(P^5+^O_4_)(CO_3_)","Na_3_Mn(PO_4_)(CO_3_)","Na<sub>3</sub>Mn<sup>2+</sup>(P<sup>5+</sup>O<sub>4</sub>)(CO<sub>3</sub>)","Na<sub>3</sub>Mn(PO<sub>4</sub>)(CO<sub>3</sub>)","Na Mn P O C","IMA1978-013","","4077","Russia","1978","Approved","Bradleyite","bradleyite","Khomyakov A P, Semenov E I, Kazakova M E, Shumyatskaya N G (1979) Sidorenkite, Na<sub>3</sub>Mn(PO<sub>4</sub>)(CO<sub>3</sub>), a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 108(1), 56-59","monoclinic","413.6","Na Mn^2+ P^5+ O C"
"Siegenite","Siegenite","Siegenite","Co2+Ni3+2S2-4","CoNi2S4","Co^2+^Ni^3+^_2_S^2-^_4_","CoNi_2_S_4_","Co<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>","CoNi<sub>2</sub>S<sub>4</sub>","Co Ni S","","R050092 R060502 R070252","4080","Germany","1850","Grandfathered|Approved","Spinel","linnaeite","Dana J D (1850) Siegenite, in A System of Mineralogy, Third Edition, George P Putnam (New York and London) 687-687","cubic","2739","Co^2+ Ni^3+ S^2-"
"Silicocarnotite","Silicocarnotite","Silicocarnotite","Ca5(PO4)2(SiO4)","Ca5[(PO4)(SiO4)](PO4)","Ca_5_(PO_4_)_2_(SiO_4_)","Ca_5_[(PO_4_)(SiO_4_)](PO_4_)","Ca<sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(SiO<sub>4</sub>)","Ca<sub>5</sub>[(PO<sub>4</sub>)(SiO<sub>4</sub>)](PO<sub>4</sub>)","Ca P O Si","IMA2013-139","","6294","Israel","2013","Approved"," "," ","Galuskin E V, Galuskina I O, Gfeller F, Krüger B, Kusz J, Vapnik Y, Dulski M, Dzierżanowski P (2016) Silicocarnotite, Ca_5_[(SiO_4_)(PO_4_)](PO_4_), a new „old"" mineral from the Negev Desert, Israel, and the ternesite-silicocarnotite solid solution: indicators of high-temperature alteration of pyrometamorphic rocks of the Hatrurim Complex, Southern Levant. European Journal of Mineralogy 28, 105-123","orthorhombic","16","Ca P O Si"
"Silinaite","Silinaite","Silinaite","NaLiSi2O5·2H2O","NaLiSi2O5·2H2O","NaLiSi_2_O_5_·2H_2_O","NaLiSi_2_O_5_·2H_2_O","NaLiSi<sub>2</sub>O<sub>5</sub>·2H<sub>2</sub>O","NaLiSi<sub>2</sub>O<sub>5</sub>·2H<sub>2</sub>O","Na Li Si O H","IMA1990-028","","4086","Canada","1990","Approved"," "," ","Chao G Y, Grice J D, Gault R A (1991) Silinaite, a new sodium lithium silicate hydrate mineral from Mont Saint-Hilaire, Quebec, The Canadian Mineralogist 29, 359-362","monoclinic","124","Na Li Si O H"
"Sillimanite","Sillimanite","Sillimanite","Al2OSiO4","Al2SiO5","Al_2_OSiO_4_","Al_2_SiO_5_","Al<sub>2</sub>OSiO<sub>4</sub>","Al<sub>2</sub>SiO<sub>5</sub>","Al Si O","","R050601 R060080 R060787 R100126 R100127","4088","USA","1824","Grandfathered|Approved"," ","andalusite","Bowen G T (1824) Description and analysis of sillimanite, a new mineral, American Journal of Science and Arts 8, 113-118","orthorhombic","3640","Al O Si"
"Silver","Silver","Silver","Ag","Ag","Ag","Ag","Ag","Ag","Ag","","R070416 R070463 R070754","4089","unknown","0","Grandfathered|Approved","Copper","copper","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic|hexagonal","4000","Ag"
"Simferite","Simferite","Simferite","Li(Mg,Fe3+,Mn3+)2(PO4)2","Li(Mg,Fe3+,Mn3+)2(PO4)2","Li(Mg,Fe^3+^,Mn^3+^)_2_(PO_4_)_2_","Li(Mg,Fe^3+^,Mn^3+^)_2_(PO_4_)_2_","Li(Mg,Fe<sup>3+</sup>,Mn<sup>3+</sup>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>","Li(Mg,Fe<sup>3+</sup>,Mn<sup>3+</sup>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>","Li Mg Fe Mn P O","IMA1989-016","","4091","Ukraine","1989","Approved","Olivine-Sarcopside","triphylite","Yakubovich O V, Bairakov V V, Simonov M A (1989) Crystal structure of simferite Li(Mg,Fe^3+^,Mn^3+^)_2_[PO_4_]_2_, Soviet Physics - Doklady 34, 669-671","orthorhombic","2240","Li Mg Fe^3+ Mn^3+ P O"
"Simonite","Simonite","Simonite","TlHgAs3S6","TlHgAs3S6","TlHgAs_3_S_6_","TlHgAs_3_S_6_","TlHgAs<sub>3</sub>S<sub>6</sub>","TlHgAs<sub>3</sub>S<sub>6</sub>","Tl Hg As S","IMA1982-052","","4094","North Macedonia","1982","Approved"," "," ","Engel P, Nowacki W, Balić-Žunić T, Šćavnićar S (1982) The crystal structure of simonite, TlHgAs_3_S_6_, Zeitschrift für Kristallographie 161, 159-166","monoclinic","26.9","Tl Hg As S"
"Simpsonite","Simpsonite","Simpsonite","Al4Ta5+3O13(OH)","Al4Ta3O13(OH)","Al_4_Ta^5+^_3_O_13_(OH)","Al_4_Ta_3_O_13_(OH)","Al<sub>4</sub>Ta<sup>5+</sup><sub>3</sub>O<sub>13</sub>(OH)","Al<sub>4</sub>Ta<sub>3</sub>O<sub>13</sub>(OH)","Al Ta O H","","R050629 R061059","4097","Australia","1938","Grandfathered|Approved"," "," ","Bowley H (1938) Simpsonite, Report of the Department of Mines Western Australia 93, 88-88","hexagonal","3033","Al Ta^5+ O H"
"Sinhalite","Sinhalite","Sinhalite","MgAlBO4","MgAl(BO4)","MgAlBO_4_","MgAl(BO_4_)","MgAlBO<sub>4</sub>","MgAl(BO<sub>4</sub>)","Mg Al B O","","R070621 R100132 R100163","4099","Sri Lanka","1952","Grandfathered|Approved","Olivine"," ","Claringbull G F, Hey M H (1952) Sinhalite (MgAlBO_4_), a new mineral, Mineralogical Magazine 29, 841-850","orthorhombic","110","Mg Al B O"
"Sinjarite","Sinjarite","Sinjarite","CaCl2·2H2O","CaCl2·2H2O","CaCl_2_·2H_2_O","CaCl_2_·2H_2_O","CaCl<sub>2</sub>·2H<sub>2</sub>O","CaCl<sub>2</sub>·2H<sub>2</sub>O","Ca Cl H O","IMA1979-041","","4100","Iraq","1979","Approved"," "," ","Aljubouri Z A, Aldabbagh S M (1980) Sinjarite, a new mineral from Iraq, Mineralogical Magazine 43, 643-645","orthorhombic","411","Ca Cl H O"
"Sinkankasite","Sinkankasite","Sinkankasite","Mn2+Al(PO3OH)2(OH)·6H2O","Mn2+Al(PO3OH)2(OH)·6H2O","Mn^2+^Al(PO_3_OH)_2_(OH)·6H_2_O","Mn^2+^Al(PO_3_OH)_2_(OH)·6H_2_O","Mn<sup>2+</sup>Al(PO<sub>3</sub>OH)<sub>2</sub>(OH)·6H<sub>2</sub>O","Mn<sup>2+</sup>Al(PO<sub>3</sub>OH)<sub>2</sub>(OH)·6H<sub>2</sub>O","Mn Al P O H","IMA1982-078","R050466","4101","USA","1982","Approved"," "," ","Peacor D R, Dunn P J, Roberts W L, Campbell T J, Simmons W B (1984) Sinkankasite, a new phosphate from the Barker pegmatite, South Dakota, American Mineralogist 69, 380-382","triclinic","1700","Mn^2+ Al P O H"
"Sinnerite","Sinnerite","Sinnerite","Cu1+6As3+4S2-9","Cu6As4S9","Cu^1+^_6_As^3+^_4_S^2-^_9_","Cu_6_As_4_S_9_","Cu<sup>1+</sup><sub>6</sub>As<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>9</sub>","Cu<sub>6</sub>As<sub>4</sub>S<sub>9</sub>","Cu As S","IMA1964-020","","4102","Switzerland","1964","Approved"," "," ","Marumo F, Nowacki W (1964) The crystal structure of lautite and of sinnerite, a new mineral from the Lengenbach Quarry, Schweizerische Mineralogische und Petrographische Mitteilungen 44, 439-454","triclinic","1022","Cu^1+ As^3+ S^2-"
"Sinoite","Sinoite","Sinoite","Si2N2O","Si2N2O","Si_2_N_2_O","Si_2_N_2_O","Si<sub>2</sub>N<sub>2</sub>O","Si<sub>2</sub>N<sub>2</sub>O","Si N O","","R130011","4103","Pakistan","1964","Approved"," "," ","Andersen C A, Keil K, Mason B (1964) Silicon oxynitride, Science 146, 256-257","orthorhombic","2742","Si N O"
"Sitinakite","Sitinakite","Sitinakite","KNa2Ti4+4Si2O13(OH)·4H2O","KNa2Ti4Si2O13(OH)·4H2O","KNa_2_Ti^4+^_4_Si_2_O_13_(OH)·4H_2_O","KNa_2_Ti_4_Si_2_O_13_(OH)·4H_2_O","KNa<sub>2</sub>Ti<sup>4+</sup><sub>4</sub>Si<sub>2</sub>O<sub>13</sub>(OH)·4H<sub>2</sub>O","KNa<sub>2</sub>Ti<sub>4</sub>Si<sub>2</sub>O<sub>13</sub>(OH)·4H<sub>2</sub>O","K Na Ti Si O H","IMA1989-051","","4104","Russia","1989","Approved"," "," ","Men´shikov Y P, Sokolova E V, Egorov-Tismenko Y K, Khomyakov A P, Polezhaeva L I (1992) Sitinakite Na_2_KTi_4_Si_2_O_13_(OH)·4H_2_O - a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 121(1), 94-99","tetragonal","413.6","K Na Ti^4+ Si O H"
"Skinnerite","Skinnerite","Skinnerite","Cu3Sb3+S2-3","Cu3SbS3","Cu_3_Sb^3+^S^2-^_3_","Cu_3_SbS_3_","Cu<sub>3</sub>Sb<sup>3+</sup>S<sup>2-</sup><sub>3</sub>","Cu<sub>3</sub>SbS<sub>3</sub>","Cu Sb S","IMA1973-035","","4106","Denmark (Greenland)","1973","Approved"," "," ","Karup-Moller S, Makovicky E (1974) Skinnerite, Cu_3_SbS_3_, a new sulfosalt from the Ilímaussaq Alkaline Intrusion, South Greenland, American Mineralogist 59, 889-895","monoclinic","1800","Cu Sb^3+ S^2-"
"Skippenite","Skippenite","Skippenite","Bi3+2Se2-2Te2-","Bi2Se2Te","Bi^3+^_2_Se^2-^_2_Te^2-^","Bi_2_Se_2_Te","Bi<sup>3+</sup><sub>2</sub>Se<sup>2-</sup><sub>2</sub>Te<sup>2-</sup>","Bi<sub>2</sub>Se<sub>2</sub>Te","Bi Se Te","IMA1986-033","","4107","Canada","1986","Approved","Tetradymite","tetradymite","Johan Z, Picot P, Ruhlmann F (1987) The ore mineralogy of the Otish Mountains uranium deposit, Quebec: Skippenite, Bi_2_Se_2_Te, and watkinsonite, Cu_2_PbBi_4_(Se,S)_8_, two new mineral species, The Canadian Mineralogist 25, 625-638","hexagonal","306","Bi^3+ Se^2- Te^2-"
"Skutterudite","Skutterudite","Skutterudite","Co3+As3","CoAs3","Co^3+^As_3_","CoAs_3_","Co<sup>3+</sup>As<sub>3</sub>","CoAs<sub>3</sub>","Co As","","R050593 R070528 R100195","4109","Norway","1845","Grandfathered|Approved","Skutterudite","skutterudite","Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese III. Kobaltkies. Skutterudit. in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562

Chemical formula revised from CoAs_3-x_ to CoAs_3_:
Schumer B N, Andrade M B, Evans S H, Downs R T (2017) A new formula and crystal structure for nickelskutterudite, (Ni,Co,Fe)As_3_, and occupancy of the icosahedral cation site in the skutterudite group. American Mineralogist 102, 205-209","cubic","4000","Co^3+ As"
"Slawsonite","Slawsonite","Slawsonite","SrAl2Si2O8","Sr(Al2Si2O8)","SrAl_2_Si_2_O_8_","Sr(Al_2_Si_2_O_8_)","SrAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>","Sr(Al<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>)","Sr Al Si O","IMA1967-026","","4111","USA","1967","Approved"," ","feldspar","Griffen D T, Ribbe P H, Gibbs G V (1977) The structure of slawsonite, a strontium analog of paracelsian, American Mineralogist 62, 31-35","monoclinic|triclinic","1167","Sr Al Si O"
"Smithite","Smithite","Smithite","Ag1+As3+S2-2","AgAsS2","Ag^1+^As^3+^S^2-^_2_","AgAsS_2_","Ag<sup>1+</sup>As<sup>3+</sup>S<sup>2-</sup><sub>2</sub>","AgAsS<sub>2</sub>","Ag As S","","R070642","4113","Switzerland","1905","Grandfathered|Approved"," "," ","Solly R H (1905) Some new minerals from the Binnenthal, Switzerland, Mineralogical Magazine 14, 72-82","monoclinic","365","Ag^1+ As^3+ S^2-"
"Smythite","Smythite","Smythite","(Fe,Ni)3-3.3S4","(Fe,Ni)3+xS4 (x ≈ 0-0.3)","(Fe,Ni)_3-3.3_S_4_","(Fe,Ni)_3+x_S_4_ (x ≈ 0-0.3)","(Fe,Ni)<sub>3-3.3</sub>S<sub>4</sub>","(Fe,Ni)<sub>3+x</sub>S<sub>4</sub> (x ≈ 0-0.3)","Fe Ni S","","","4117","USA","1956","Grandfathered|Approved"," "," ","Erd R C, Evans H T (1956) The compound Fe_3_S_4_ (smythite) found in nature, Journal of the American Chemical Society 78, 2017-2017","hexagonal","2749.9","Fe Ni S"
"Sobolevite","Sobolevite","Sobolevite","Na6(Na2Ca)(NaCaMn2+)Na2Ti4+2Na2(Ti4+Mn2+)(Si2O7)2(PO4)4O2(OF)F2","Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2(PO4)4O2(OF)F2","Na_6_(Na_2_Ca)(NaCaMn^2+^)Na_2_Ti^4+^_2_Na_2_(Ti^4+^Mn^2+^)(Si_2_O_7_)_2_(PO_4_)_4_O_2_(OF)F_2_","Na_6_(Na_2_Ca)(NaCaMn)Na_2_Ti_2_Na_2_(TiMn)(Si_2_O_7_)_2_(PO_4_)_4_O_2_(OF)F_2_","Na<sub>6</sub>(Na<sub>2</sub>Ca)(NaCaMn<sup>2+</sup>)Na<sub>2</sub>Ti<sup>4+</sup><sub>2</sub>Na<sub>2</sub>(Ti<sup>4+</sup>Mn<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>O<sub>2</sub>(OF)F<sub>2</sub>","Na<sub>6</sub>(Na<sub>2</sub>Ca)(NaCaMn)Na<sub>2</sub>Ti<sub>2</sub>Na<sub>2</sub>(TiMn)(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>O<sub>2</sub>(OF)F<sub>2</sub>","Na Ca Mn Ti Si O P F","IMA1982-042","","4118","Russia","1982","Approved|Redefined","Seidozerite-Murmanite","epistolite","Khomyakov A P, Kurova T A, Chistyakova N (1983) Sobolevite Na_14_Ca_2_MnTi_3_P_4_Si_4_O_34_ - a new mineral. Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 112, 456-461

Chemical formula revised:
Sokolova E, Hawthorne F C, Khomyakov A P (2005) Polyphite and sobolevite: revision of their crystal structures, The Canadian Mineralogist 43, 1527-1544","monoclinic","370","Na Ca Mn^2+ Ti^4+ Si O P F"
"Sodalite","Sodalite","Sodalite","Na4Si3Al3O12Cl","Na4(Si3Al3)O12Cl","Na_4_Si_3_Al_3_O_12_Cl","Na_4_(Si_3_Al_3_)O_12_Cl","Na<sub>4</sub>Si<sub>3</sub>Al<sub>3</sub>O<sub>12</sub>Cl","Na<sub>4</sub>(Si<sub>3</sub>Al<sub>3</sub>)O<sub>12</sub>Cl","Na Si Al O Cl","","R040141 R060355 R060354 R060416 R060405 R060435 R060436","4121","Denmark (Greenland)","1811","Grandfathered|Approved","Sodalite","cancrinite-sodalite-sodalite subgroup","Thomson T (1812) A chemical analysis of sodalite, a new mineral from Greenland, Transactions of the Royal Society of Edinburgh 6, 387-395","cubic","4568.5","Na Si Al O Cl"
"Sogdianite","Sogdianite","Sogdianite","KZr4+2(Li3Si12)O30","KZr2Li3Si12O30","KZr^4+^_2_(Li_3_Si_12_)O_30_","KZr_2_Li_3_Si_12_O_30_","KZr<sup>4+</sup><sub>2</sub>(Li<sub>3</sub>Si<sub>12</sub>)O<sub>30</sub>","KZr<sub>2</sub>Li<sub>3</sub>Si<sub>12</sub>O<sub>30</sub>","K Zr Li Si O","","R050648","4137","Tajikistan","1968","Approved","Milarite","milarite","Dusmatov V D, Efimov A F, Kataeva Z T, Khoroshilova L A, Yanulov K P (1968) Sogdianite - a new mineral, Doklady Akademii Nauk SSSR 182, 1176-1177","hexagonal","1054","K Zr^4+ Li Si O"
"Solongoite","Solongoite","Solongoite","Ca2B3O4(OH)4Cl","Ca2B3O4(OH)4Cl","Ca_2_B_3_O_4_(OH)_4_Cl","Ca_2_B_3_O_4_(OH)_4_Cl","Ca<sub>2</sub>B<sub>3</sub>O<sub>4</sub>(OH)<sub>4</sub>Cl","Ca<sub>2</sub>B<sub>3</sub>O<sub>4</sub>(OH)<sub>4</sub>Cl","Ca B O H Cl","IMA1973-017","","4139","Russia","1973","Approved"," "," ","Malinko S V (1974) New mineral boron mineral solongoite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 103(1), 117-121","monoclinic","252","Ca B O H Cl"
"Sonolite","Sonolite","Sonolite","Mn2+9(SiO4)4(OH)2","Mn2+9(SiO4)4(OH)2","Mn^2+^_9_(SiO_4_)_4_(OH)_2_","Mn^2+^_9_(SiO_4_)_4_(OH)_2_","Mn<sup>2+</sup><sub>9</sub>(SiO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>","Mn<sup>2+</sup><sub>9</sub>(SiO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>","Mn Si O H","","R070752","4140","Japan","1963","Approved","Humite","humite-reinhardbraunsite subgroup","Yoshinaga M (1963) Sonolite, a new manganese silicate mineral, Memoirs of the Faculty of Science, Kyushu Imperial University, Series D 14, 1-21","monoclinic","1898","Mn^2+ Si O H"
"Sopcheite","Sopcheite","Sopcheite","Ag4Pd3Te4","Ag4Pd3Te4","Ag_4_Pd_3_Te_4_","Ag_4_Pd_3_Te_4_","Ag<sub>4</sub>Pd<sub>3</sub>Te<sub>4</sub>","Ag<sub>4</sub>Pd<sub>3</sub>Te<sub>4</sub>","Ag Pd Te","IMA1980-101","","4142","Russia","1980","Approved"," "," ","Orsoev D A, Rezhenova S A, Bodanova A N (1982) Sopcheite, Ag_4_Pd_3_Te_4_, a new mineral from copper-nickel ores of the Monchegorsk pluton, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 111(1), 114-117","orthorhombic","2490","Ag Pd Te"
"Sorbyite","Sorbyite","Sorbyite","Cu1+Pb2+9(Sb3+,As3+)11S2-26","Pb9Cu(Sb,As)11S26","Cu^1+^Pb^2+^_9_(Sb^3+^,As^3+^)_11_S^2-^_26_","Pb_9_Cu(Sb,As)_11_S_26_","Cu<sup>1+</sup>Pb<sup>2+</sup><sub>9</sub>(Sb<sup>3+</sup>,As<sup>3+</sup>)<sub>11</sub>S<sup>2-</sup><sub>26</sub>","Pb<sub>9</sub>Cu(Sb,As)<sub>11</sub>S<sub>26</sub>","Pb Cu Sb As S","IMA1966-032","","4144","Canada","1966","Approved","Madocite"," ","Jambor J L (1967) New lead sulfantimonides from Madoc, Ontario. Part 2 - mineral descriptions, The Canadian Mineralogist 9, 191-213

Chemical formula changed from Pb_17_(Sb,As)_22_S_50_:
Moëlo Y, Makovicky E, Mozgova N N, Jambor J L, Cook N, Pring A, Paar W, Nickel E H, Graeser S, Karup-Møller S, Balic-Zunic T, Mumme W G, Vurro F, Topa D, Bindi L, Bente K, Shimizu M (2008) Sulfosalt systematics: a review. Report of the sulfosalt sub-committee of the IMA Commission on Ore Mineralogy, European Journal of Mineralogy 20, 7-46","monoclinic","273.4","Cu^1+ Pb^2+ Sb^3+ As^3+ S^2-"
"Sørensenite","Sorensenite","S&#248;rensenite","Na4Be2Sn4+(Si3O9)2·2H2O","Na4Be2Sn(Si3O9)2·2H2O","Na_4_Be_2_Sn^4+^(Si_3_O_9_)_2_·2H_2_O","Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O","Na<sub>4</sub>Be<sub>2</sub>Sn<sup>4+</sup>(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>·2H<sub>2</sub>O","Na<sub>4</sub>Be<sub>2</sub>Sn(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>·2H<sub>2</sub>O","Na Be Sn Si O H","IMA1965-006","R070576","4145","Denmark (Greenland)","1965","Approved"," "," ","Semenov E I, Gerassimovsky V I, Maksimova N V, Andersen S, Petersen O V (1965) Sorensenite, new sodium-beryllium-tin-silicate from the Ilímaussaq intrusion, South Greenland, Meddelelser om Grønland 181, 1-19","monoclinic","1160","Na Be Sn^4+ Si O H"
"Sosedkoite","Sosedkoite","Sosedkoite","K5Al2Ta22O60","K5Al2Ta22O60","K_5_Al_2_Ta_22_O_60_","K_5_Al_2_Ta_22_O_60_","K<sub>5</sub>Al<sub>2</sub>Ta<sub>22</sub>O<sub>60</sub>","K<sub>5</sub>Al<sub>2</sub>Ta<sub>22</sub>O<sub>60</sub>","K Al Ta O","IMA1981-014","","4147","Russia","1981","Approved"," "," ","Voloshin A V, Mel’nikov Yu P, Pakhomovskii Ya A (1982) Sosedkoite, (K,Na)_5_Al_2_(Ta,Nb,Sb)_22_O_60_, a new mineral from granite pegmatites, Doklady Akademii Nauk SSSR 264, 442-445","orthorhombic","2527","K Al Ta O"
"Součekite","Soucekite","Sou&#269;ekite","Cu1+Pb2+Bi3+S2-3","CuPbBi(S,Se)3","Cu^1+^Pb^2+^Bi^3+^S^2-^_3_","CuPbBi(S,Se)_3_","Cu<sup>1+</sup>Pb<sup>2+</sup>Bi<sup>3+</sup>S<sup>2-</sup><sub>3</sub>","CuPbBi(S,Se)<sub>3</sub>","Cu Pb Bi S Se","IMA1976-017","","4148","Czech Republic","1976","Approved","Bournonite","bournonite","Čech F, Vavřín I (1979) Součekite, CuPbBi(S,Se)_3_, a new mineral of the bournonite group, Neues Jahrbuch für Mineralogie, Monatshefte 1979, 289-295","orthorhombic","306","Cu^1+ Pb^2+ Bi^3+ S^2-"
"Souzalite","Souzalite","Souzalite","Mg3Al4(PO4)4(OH)6·2H2O","Mg3Al4(PO4)4(OH)6·2H2O","Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O","Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O","Mg<sub>3</sub>Al<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O","Mg<sub>3</sub>Al<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O","Mg Al P O H","","","4149","Brazil","1949","Grandfathered|Approved","Souzalite"," ","Pecora W T, Fahey J J (1949) The Corrego Frio pegmatite, Minas Gerais: scorzalite and souzalite, two new phosphate minerals, American Mineralogist 34, 83-93","triclinic","980","Mg Al P O H"
"Spadaite","Spadaite","Spadaite","MgSiO2(OH)2·H2O","MgSiO2(OH)2·H2O (?)","MgSiO_2_(OH)_2_·H_2_O","MgSiO_2_(OH)_2_·H_2_O (?)","MgSiO<sub>2</sub>(OH)<sub>2</sub>·H<sub>2</sub>O","MgSiO<sub>2</sub>(OH)<sub>2</sub>·H<sub>2</sub>O (?)","Mg Si O H","","","5106","Italy","1843","Questionable mineral species|Approved"," "," ","von Kobell F (1843) Ueber den Spadait, eine neue Mineral-species, und über den Wollastonit von Capo di bove. Gelehrte Anzeigen der Königlich Bayerischen Akademie der Wissenschaften 17, 945-950","","158","Mg Si O H"
"Sperrylite","Sperrylite","Sperrylite","PtAs2","PtAs2","PtAs_2_","PtAs_2_","PtAs<sub>2</sub>","PtAs<sub>2</sub>","Pt As","","R070214","4152","USA","1889","Grandfathered|Approved","Pyrite","pyrite","Wells H L (1889) Sperrylite, a new mineral, American Journal of Science 137, 67-70","cubic","3640","Pt As"
"Spessartine","Spessartine","Spessartine","Mn2+3Al2(SiO4)3","Mn2+3Al2(SiO4)3","Mn^2+^_3_Al_2_(SiO_4_)_3_","Mn^2+^_3_Al_2_(SiO_4_)_3_","Mn<sup>2+</sup><sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Mn<sup>2+</sup><sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Mn Al Si O","","R050063 R060177 R060279 R060447 R060451 R080053","4154","Germany","1832","Grandfathered|Approved","Garnet","garnet","Beudant F S (1832) Spessartine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 52-55","cubic","3293","Mn^2+ Al Si O"
"Sphalerite","Sphalerite","Sphalerite","Zn2+S2-","ZnS","Zn^2+^S^2-^","ZnS","Zn<sup>2+</sup>S<sup>2-</sup>","ZnS","Zn S","","R040136 R050005 R050140 R050237 R060005 R060636 R100145","4158","unknown","1847","Approved","Sphalerite","sphalerite","Glocker E F (1847) Ordo IV. Cinnabaritae. IV. Cinnabaritae sphaleritoidei. 12. Sphalerites, in Generum et Specierum Mineralium, Secundum Ordines Naturales Digestorum Synopsis, Apud Eduardum Anton 13-18","cubic","4620","Zn^2+ S^2-"
"Spinel","Spinel","Spinel","MgAl2O4","MgAl2O4","MgAl_2_O_4_","MgAl_2_O_4_","MgAl<sub>2</sub>O<sub>4</sub>","MgAl<sub>2</sub>O<sub>4</sub>","Mg Al O","","R050184 R050259 R050411 R050392 R060798 R060799 R070013 RS549903 RS886298 R100133 R110101 R120116","4160","unknown","0","Grandfathered|Approved","Spinel","spinel","Mineral name has been known since antiquity and predates any formal descriptive publication","cubic","4700","Mg Al O"
