Mineral Name,Mineral Name (plain),Mineral Name (HTML),RRUFF Chemistry (plain),IMA Chemistry (plain),RRUFF Chemistry (concise),IMA Chemistry (concise),RRUFF Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,IMA Number,RRUFF IDs,Database ID,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Oldest Known Age (Ma),Valence Elements
Kangite,Kangite,Kangite,"(Sc3+,Ti4+,Al,Zr4+,Mg,Ca,[box])2O3","(Sc,Ti,Al,Zr,Mg,Ca,[box])2O3","(Sc^3+^,Ti^4+^,Al,Zr^4+^,Mg,Ca,[box])_2_O_3_","(Sc,Ti,Al,Zr,Mg,Ca,[box])_2_O_3_","(Sc<sup>3+</sup>,Ti<sup>4+</sup>,Al,Zr<sup>4+</sup>,Mg,Ca,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>2</sub>O<sub>3</sub>","(Sc,Ti,Al,Zr,Mg,Ca,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>2</sub>O<sub>3</sub>",Sc Ti Al Zr Mg Ca O,IMA2011-092,,6033,Mexico (meteorite),2011,Approved,Bixbyite, ,"Ma C, Tschauner O, Beckett J R, Rossman G R, Liu W (2013) Kangite, (Sc,Ti,Al,Zr,Mg,Ca,[box])_2_O_3_, a new ultra-refractory scandia mineral from the Allende meteorite: Synchrotron micro-Laue diffraction and electron backscatter diffraction, American Mineralogist 98, 870-878",cubic,4567.61,Sc^3+ Ti^4+ Al Zr^4+ Mg Ca O
Khamrabaevite,Khamrabaevite,Khamrabaevite,Ti4+C4-,TiC,Ti^4+^C^4-^,TiC,Ti<sup>4+</sup>C<sup>4-</sup>,TiC,Ti C,IMA1983-059,,2637,Uzbekistan,1983,Approved,Rocksalt,tantalcarbide,"Novgorodova M I, Yusupov R G, Dmitrieva M T, Tsepin A I, Sivtsov A V, Gorshkov A I (1984) Khamrabaevite, (Ti,V,Fe)C, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 113, 697-703",cubic,4567.61,Ti^4+ C^4-
Kirschsteinite,Kirschsteinite,Kirschsteinite,CaFe2+SiO4,CaFe2+(SiO4),CaFe^2+^SiO_4_,CaFe^2+^(SiO_4_),CaFe<sup>2+</sup>SiO<sub>4</sub>,CaFe<sup>2+</sup>(SiO<sub>4</sub>),Ca Fe Si O,,R070266,2663,Democratic Republic of the Congo,1957,Grandfathered|Approved,Olivine,olivine,"Sahama T G, Hytönen K (1957) Kirschsteinite, a natural analogue to synthetic iron monticellite, from the Belgian Congo, Mineralogical Magazine 31, 698-699",orthorhombic,4568.5,Ca Fe^2+ Si O
Kosmochlor,Kosmochlor,Kosmochlor,NaCr3+Si2O6,NaCr3+Si2O6,NaCr^3+^Si_2_O_6_,NaCr^3+^Si_2_O_6_,NaCr<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>,NaCr<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>,Na Cr Si O,,R120015,2701,Mexico,1897,Approved,Pyroxene,pyroxene,"Laspeyres H (1897) Die steinigen Gemengtheile in Meteoreisen von Toluca in Mexico. Kosmochlor, ein neues kosmisches Mineral. Zeitschrift für Krystallographie und Mineralogie 27, 586-600",monoclinic,4620.0,Na Cr^3+ Si O
Krinovite,Krinovite,Krinovite,Na4(Mg8Cr3+4)O4[Si12O36],Na4[Mg8Cr3+4]O4[Si12O36],Na_4_(Mg_8_Cr^3+^_4_)O_4_[Si_12_O_36_],Na_4_[Mg_8_Cr^3+^_4_]O_4_[Si_12_O_36_],Na<sub>4</sub>(Mg<sub>8</sub>Cr<sup>3+</sup><sub>4</sub>)O<sub>4</sub>[Si<sub>12</sub>O<sub>36</sub>],Na<sub>4</sub>[Mg<sub>8</sub>Cr<sup>3+</sup><sub>4</sub>]O<sub>4</sub>[Si<sub>12</sub>O<sub>36</sub>],Na Mg Cr O Si,IMA1967-016,,2720,USA (meteorite),1967,Approved,Sapphirine,aenigmatite,"Olsen E, Fuchs L (1968) Krinovite, NaMg_2_CrSi_3_O_10_: a new meteorite mineral, Science 161, 786-787",triclinic,4620.0,Na Mg Cr^3+ O Si
Kushiroite,Kushiroite,Kushiroite,CaAl(AlSi)O6,CaAlAlSiO6,CaAl(AlSi)O_6_,CaAlAlSiO_6_,CaAl(AlSi)O<sub>6</sub>,CaAlAlSiO<sub>6</sub>,Ca Al Si O,IMA2008-059,R110134,5719,Antarctica (meteorite),2008,Approved,Pyroxene, ,"Kimura M, Mikouchi T, Suzuki A, Miyahara M, Ohtani E, El Goresy A (2009) Kushiroite, CaAlAlSiO<sub>6</sub>: A new mineral of the pyroxene group from the ALH 85085 CH chondrite, and its genetic significance in refractory inclusions, American Mineralogist 94, 1479-1482",monoclinic,4567.61,Ca Al Si O
Kyanite,Kyanite,Kyanite,Al2OSiO4,Al2OSiO4,Al_2_OSiO_4_,Al_2_OSiO_4_,Al<sub>2</sub>OSiO<sub>4</sub>,Al<sub>2</sub>OSiO<sub>4</sub>,Al O Si,,R040119 R050450 R100139 R100159,2749,Austria,1789,Approved, , ,"Called cianit in this paper:
Hoffmann C A S (1789) Mineralsystem des Herrn Inspektor Werners mit dessen erlaubnis herausgegeben von C A S Hoffmann, Bergmannisches Journal 1, 369-386",triclinic,4000.0,Al O Si
Lawrencite,Lawrencite,Lawrencite,Fe2+Cl2,FeCl2,Fe^2+^Cl_2_,FeCl_2_,Fe<sup>2+</sup>Cl<sub>2</sub>,FeCl<sub>2</sub>,Fe Cl,,,2799,USA,1877,Grandfathered|Approved,Scacchite, ,"Daubrée G A (1877) Observations sur la structure intérieure d'une des masses de fer natif d'Ovifak, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 84, 66-70",hexagonal,4620.0,Fe^2+ Cl
Linarite,Linarite,Linarite,Pb2+Cu2+S6+O4(OH)2,CuPb(SO4)(OH)2,Pb^2+^Cu^2+^S^6+^O_4_(OH)_2_,CuPb(SO_4_)(OH)_2_,Pb<sup>2+</sup>Cu<sup>2+</sup>S<sup>6+</sup>O<sub>4</sub>(OH)<sub>2</sub>,CuPb(SO<sub>4</sub>)(OH)<sub>2</sub>,Cu Pb S O H,,R060130 R060472 R120094,2850,Spain,1822,Grandfathered|Approved,Linarite, ,"Brooke H I (1822) On a new lead ore, The Annals of Philosophy 4, 117-119",monoclinic,4000.0,Pb^2+ Cu^2+ S^6+ O H
Löllingite,Lollingite,L&#246;llingite,FeAs2,FeAs2,FeAs_2_,FeAs_2_,FeAs<sub>2</sub>,FeAs<sub>2</sub>,Fe As,,R060185 R060668 R070592,2879,Austria,1845,Grandfathered|Approved,Löllingite,Marcasite-Löllingite-Löllingite subgroup,"Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese II. Arsenikkies. Lölingit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562",orthorhombic,4000.0,Fe As
Lonsdaleite,Lonsdaleite,Lonsdaleite,C,C,C,C,C,C,C,IMA1966-044,,2883,USA,1966,Approved, , ,"Frondel C, Marvin U B (1967) Lonsdaleite, a hexagonal polymorph of diamond, Nature 214, 587-589",hexagonal,4620.0,C
Machiite,Machiite,Machiite,Al2Ti4+3O9,Al2Ti3O9,Al_2_Ti^4+^_3_O_9_,Al_2_Ti_3_O_9_,Al<sub>2</sub>Ti<sup>4+</sup><sub>3</sub>O<sub>9</sub>,Al<sub>2</sub>Ti<sub>3</sub>O<sub>9</sub>,Al Ti O,IMA2016-067,,6596,Australia (meteorite),2016,Approved,Schreyerite, ,"Krot A N, Nagashima K, Rossman G R (2020) Machiite, Al_2_Ti_3_O_9_, a new oxide mineral from the Murchison carbonaceous chondrite: A new ultra-refractory phase from the solar nebula. American Mineralogist 105, 239-243",monoclinic,4700.0,Al Ti^4+ O
Mackinawite,Mackinawite,Mackinawite,"(Fe,Ni)1-1.07S","(Fe,Ni)1+xS (x = 0-0.07)","(Fe,Ni)_1-1.07_S","(Fe,Ni)_1+x_S (x = 0-0.07)","(Fe,Ni)<sub>1-1.07</sub>S","(Fe,Ni)<sub>1+x</sub>S (x = 0-0.07)",Fe Ni S,,R060388 R070302,2921,USA,1964,Approved, , ,"Evans H T, Milton C, Chao E C T, Adler I, Mead C, Ingram B, Berner R A (1964) Valleriite and the new iron sulfide, mackinawite, U.S. Geological Survey Professional Paper 475-D, 64-69",tetragonal,4620.0,Fe Ni S
Maghemite,Maghemite,Maghemite,(Fe3+0.67[box]0.33)Fe3+2O4,(Fe3+0.67[box]0.33)Fe3+2O4,(Fe^3+^_0.67_[box]_0.33_)Fe^3+^_2_O_4_,(Fe^3+^_0.67_[box]_0.33_)Fe^3+^_2_O_4_,"(Fe<sup>3+</sup><sub>0.67</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.33</sub>)Fe<sup>3+</sup><sub>2</sub>O<sub>4</sub>","(Fe<sup>3+</sup><sub>0.67</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.33</sub>)Fe<sup>3+</sup><sub>2</sub>O<sub>4</sub>",Fe O,,,2928,South Africa,1927,Grandfathered|Approved,Spinel, ,"Wagner P A (1927) Changes in the oxidation of iron in magnetite, Economic Geology 22, 845-846",cubic|tetragonal,4620.0,Fe^3+ O
Magnetite,Magnetite,Magnetite,Fe2+Fe3+2O4,Fe2+Fe3+2O4,Fe^2+^Fe^3+^_2_O_4_,Fe^2+^Fe^3+^_2_O_4_,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Fe O,,R060191 R060222 R060656 R061111 R080025 R140861,2965,?,1789,Grandfathered|Approved,Spinel,spinel,"Hoffmann C A S (1789) Mineralsystem des Herrn Inspektor Werners mit dessen erlaubnis herausgegeben von C A S Hoffmann. 131) Magnetischer=Eisenstein, Bergmannisches Journal 1, 369-398

Haidinger W (1845) Zweite Klasse: Geogenide. XI. Ordnung, Erze. X. Eisennerz. Magnetit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 546-555",cubic,4700.0,Fe^2+ Fe^3+ O
Majindeite,Majindeite,Majindeite,Mg2Mo4+3O8,Mg2Mo3O8,Mg_2_Mo^4+^_3_O_8_,Mg_2_Mo_3_O_8_,Mg<sub>2</sub>Mo<sup>4+</sup><sub>3</sub>O<sub>8</sub>,Mg<sub>2</sub>Mo<sub>3</sub>O<sub>8</sub>,Mg Mo O,IMA2012-079,,6135,Mexico (meteorite),2012,Approved,Nolanite, ,"Ma C, Beckett J R (2016) Majindeite, Mg_2_Mo_3_O_8_, a new mineral from the Allende meteorite and a witness to post-crystallization oxidation of a Ca-Al-rich refractory inclusion. American Mineralogist 101, 1161-1170",hexagonal,4567.61,Mg Mo^4+ O
Malachite,Malachite,Malachite,Cu2+2CO3(OH)2,Cu2(CO3)(OH)2,Cu^2+^_2_CO_3_(OH)_2_,Cu_2_(CO_3_)(OH)_2_,Cu<sup>2+</sup><sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>,Cu<sub>2</sub>(CO<sub>3</sub>)(OH)<sub>2</sub>,Cu C O H,,R050531 R050508,2976,unknown,0,Grandfathered|Approved,Malachite,rosasite,Mineral name has been known since antiquity and predates any formal descriptive publication,monoclinic,4000.0,Cu^2+ C O H
Marcasite,Marcasite,Marcasite,FeS2,FeS2,FeS_2_,FeS_2_,FeS<sub>2</sub>,FeS<sub>2</sub>,Fe S,,R060882,3023,unknown,0,Grandfathered|Approved,Marcasite,Marcasite-Löllingite-marcasite subgroup,"Mineral name has been known since antiquity and predates any formal descriptive publication. For example:
Hill J (1751) Of vitriolic minerals. in A History of the Materia Medica, Longman, Hitch and Hawes (London) 140-147",orthorhombic,4000.0,Fe S
Margarite,Margarite,Margarite,CaAl2(Si2Al2)O10(OH)2,CaAl2Si2Al2O10(OH)2,CaAl_2_(Si_2_Al_2_)O_10_(OH)_2_,CaAl_2_Si_2_Al_2_O_10_(OH)_2_,CaAl<sub>2</sub>(Si<sub>2</sub>Al<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>,CaAl<sub>2</sub>Si<sub>2</sub>Al<sub>2</sub>O<sub>10</sub>(OH)<sub>2</sub>,Ca Al Si O H,,R060839,3026,Austria,1821,Approved,Clay,mica-brittle micas,"Senger W E (1821) Lepidolith, in Versuch einer Oryctographie der gefürsteten Grafschaft Tirol, Wagner'schen Schristen (Innsbruck) 32-33",monoclinic,4567.61,Ca Al Si O H
Mattagamite,Mattagamite,Mattagamite,CoTe2,CoTe2,CoTe_2_,CoTe_2_,CoTe<sub>2</sub>,CoTe<sub>2</sub>,Co Te,IMA1972-003,,3049,Canada,1972,Approved,Marcasite,Marcasite-Löllingite-marcasite subgroup,"Thorpe R I, Harris D C (1973) Mattagamite and tellurantimony, two new telluride minerals from Mattagami Lake Mine, Matagami area, Quebec, The Canadian Mineralogist 12, 55-60",orthorhombic,4000.0,Co Te
Mckinstryite,Mckinstryite,Mckinstryite,Ag5Cu3S4,Ag5Cu3S4,Ag_5_Cu_3_S_4_,Ag_5_Cu_3_S_4_,Ag<sub>5</sub>Cu<sub>3</sub>S<sub>4</sub>,Ag<sub>5</sub>Cu<sub>3</sub>S<sub>4</sub>,Ag Cu S,IMA1966-012,,3071,Canada,1966,Approved, , ,"Skinner B J, Jambor J L, Ross M (1966) Mckinstryite, a new copper-silver sulfide, Economic Geology 61, 1383-1389

Chemical formula revised from Cu_0.8_Ag_1.2_S:
Kolitsch U (2010) The crystal structure and compositional range of mckinstryite, Mineralogical Magazine 74, 73-84",orthorhombic,4000.0,Ag Cu S
Merrillite,Merrillite,Merrillite,Ca9NaMg(PO4)7,Ca9NaMg(PO4)7,Ca_9_NaMg(PO_4_)_7_,Ca_9_NaMg(PO_4_)_7_,Ca<sub>9</sub>NaMg(PO<sub>4</sub>)<sub>7</sub>,Ca<sub>9</sub>NaMg(PO<sub>4</sub>)<sub>7</sub>,Ca Na Mg P O,IMA1976 s.p.,R150063,5059,Italy (meteorite) / India (meteorite) / Poland (meteorite) / USA (meteorite),1917,Approved|Redefined,Cerite, ,"Wherry E T (1917) Merrillite, meteoritic calcium phosphate, American Mineralogist 2, 119-119",hexagonal,4700.0,Ca Na Mg P O
Millerite,Millerite,Millerite,NiS,NiS,NiS,NiS,NiS,NiS,Ni S,,R060898 R070323 R080122,3164,Czech Republic,1845,Grandfathered|Approved,Millerite, ,"Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese. IV. Eisenkies. Millerit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562",hexagonal,4000.0,Ni S
Moissanite,Moissanite,Moissanite,SiC,SiC,SiC,SiC,SiC,SiC,Si C,,R061083 R110106 R150016,3190,USA (meteorite),1905,Grandfathered|Approved,Wurtzite, ,"Kunz G F (1905) Moissanite, a natural silicon carbide, American Journal of Science 19, 396-397",hexagonal|cubic,4620.0,Si C
Molybdenite,Molybdenite,Molybdenite,Mo4+S2-2,MoS2,Mo^4+^S^2-^_2_,MoS_2_,Mo<sup>4+</sup>S<sup>2-</sup><sub>2</sub>,MoS<sub>2</sub>,Mo S,,R050209 R060124,3192,unknown,1796,Grandfathered|Approved,Molybdenite,molybdenite,"Kirwan R (1796) Chapter XIX. Molybdenite, in Elements of Mineralogy, Volume 2, P. Elmsly (London) 319-323",hexagonal,4567.61,Mo^4+ S^2-
Monetite,Monetite,Monetite,Ca(PO3OH),Ca(PO3OH),Ca(PO_3_OH),Ca(PO_3_OH),Ca(PO<sub>3</sub>OH),Ca(PO<sub>3</sub>OH),Ca P O H,,R070259,3203,Puerto Rico,1882,Grandfathered|Approved, , ,"Shepard C U (1882) On two new minerals, monetite and monite, with a notice of pyroclasite, The American Journal of Science 23, 400-405",triclinic,4330.0,Ca P O H
Monipite,Monipite,Monipite,MoNiP,MoNiP,MoNiP,MoNiP,MoNiP,MoNiP,Mo Ni P,IMA2007-033,,5633,Mexico (meteorite),2007,Approved,Barringerite, ,"Ma C, Beckett J R, Rossman G R (2014) Monipite, MoNiP, a new phosphide mineral in a Ca-Al-rich inclusion from the Allende meteorite. American Mineralogist 99, 198-205",hexagonal,4567.61,Mo Ni P
Monticellite,Monticellite,Monticellite,CaMgSiO4,CaMg(SiO4),CaMgSiO_4_,CaMg(SiO_4_),CaMgSiO<sub>4</sub>,CaMg(SiO<sub>4</sub>),Ca Mg Si O,,R040115 R100106 R100107 R100108,3215,Italy,1831,Grandfathered|Approved,Olivine,olivine,"Brooke H J (1831) On monticellite, a new species of mineral; on the character of zoizite; and on cupreous sulphate of lead, Philosophical Magazine 10, 265-268",orthorhombic,4567.61,Ca Mg Si O
Montmorillonite,Montmorillonite,Montmorillonite,"(Na,Ca)0.3(Al,Mg)2Si4O10(OH)2·nH2O","(Na,Ca)0.3(Al,Mg)2Si4O10(OH)2·nH2O","(Na,Ca)_0.3_(Al,Mg)_2_Si_4_O_10_(OH)_2_·nH_2_O","(Na,Ca)_0.3_(Al,Mg)_2_Si_4_O_10_(OH)_2_·nH_2_O","(Na,Ca)<sub>0.3</sub>(Al,Mg)<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·nH<sub>2</sub>O","(Na,Ca)<sub>0.3</sub>(Al,Mg)<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·nH<sub>2</sub>O",Na Ca Al Mg Si O H,,R110052 R110053,3216,France,1847,Grandfathered|Approved,Smectite-vermiculite,smectite,"Originally named montmorillonniste:
Mauduyt L (1847) Un mot sur un morceau de quartz d'une variété particulière, ainsi que sur une substance minérale trouvée dans le département de la Vienne, Bulletin de la Société Géologique de France 4, 168-170","monoclinic|unknown, triclinic",4567.61,Na Ca Al Mg Si O H
Mottramite,Mottramite,Mottramite,Pb2+Cu2+V5+O4(OH),PbCu(VO4)(OH),Pb^2+^Cu^2+^V^5+^O_4_(OH),PbCu(VO_4_)(OH),Pb<sup>2+</sup>Cu<sup>2+</sup>V<sup>5+</sup>O<sub>4</sub>(OH),PbCu(VO<sub>4</sub>)(OH),Pb Cu V O H,,R050517 R050521 R120112,3238,United Kingdom,1876,Grandfathered|Approved,Descloizite,adelite-descloizite-descloizite subgroup,"Roscoe H E (1876) On two new vanadiium minerals, Proceedings of the Royal Society of London 25, 109-112",orthorhombic,4000.0,Pb^2+ Cu^2+ V^5+ O H
Murchisite,Murchisite,Murchisite,Cr5S6,Cr5S6,Cr_5_S_6_,Cr_5_S_6_,Cr<sub>5</sub>S<sub>6</sub>,Cr<sub>5</sub>S<sub>6</sub>,Cr S,IMA2010-003,,5830,Australia (meteorite),2010,Approved, , ,"Ma C, Beckett J R, Rossman G R (2011) Murchisite, Cr_5_S_6_, a new mineral from the Murchison meteorite, American Mineralogist 96, 1905-1908",hexagonal,4700.0,Cr S
Muscovite,Muscovite,Muscovite,KAl2(Si3Al)O10(OH)2,KAl2(Si3Al)O10(OH)2,KAl_2_(Si_3_Al)O_10_(OH)_2_,KAl_2_(Si_3_Al)O_10_(OH)_2_,KAl<sub>2</sub>(Si<sub>3</sub>Al)O<sub>10</sub>(OH)<sub>2</sub>,KAl<sub>2</sub>(Si<sub>3</sub>Al)O<sub>10</sub>(OH)<sub>2</sub>,K Al Si O H,IMA1998 s.p.,R040104 R040108 R040124 R050080 R050188 R050198 R060182 R060266 R061120 R100147,3262,unknown,1850,Approved,Clay,mica-true micas,"Previously known under related names like muscovy glass, but the current name was introduced in this publication:
Dana J D (1850) Mica Family: Muscovite, in A System of Mineralogy, Third Edition, George P Putnam (New York) 356-358","monoclinic|hexagonal, triclinic",4000.0,K Al Si O H
Naumannite,Naumannite,Naumannite,Ag1+2Se2-,Ag2Se,Ag^1+^_2_Se^2-^,Ag_2_Se,Ag<sup>1+</sup><sub>2</sub>Se<sup>2-</sup>,Ag<sub>2</sub>Se,Ag Se,,R070505,3318,Germany,1828,Grandfathered|Approved, ,eucairite,"Originally named Selensilber:
Rose G (1828) Ueber ein neues Selenerz vom Harz. Annalen der Physik und Chemie 14, 471-473

Name changed from selensilber to naumannite:
Haidinger W (1845) Zweite Klasse: Geogenide. XIV. Ordnung. Glanze. III. Silberglanz. Naumannit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 563-570",orthorhombic|unknown,4000.0,Ag^1+ Se^2-
Nepheline,Nepheline,Nepheline,Na3K(Al4Si4O16),Na3K(Al4Si4O16),Na_3_K(Al_4_Si_4_O_16_),Na_3_K(Al_4_Si_4_O_16_),Na<sub>3</sub>K(Al<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>),Na<sub>3</sub>K(Al<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>),Na K Al Si O,IMA2018 s.p.,R040025 R060581 R090059,3329,Italy,1801,Grandfathered|Approved,Tridymite-Nepheline,nepheline,"Haüy R J (1801) Népheline, Traité de minéralogie 3, 186-190

Chemical formula changed from NaAlSiO_4_:
Hamada M, Akasaka M, Ohfuji H (2019) Crystal chemistry of K-rich nepheline in nephelinite from Hamada, Shimane Prefecture, Japan. Mineralogical Magazine 83, 239-247",hexagonal,4700.0,Na K Al Si O
Nickelphosphide,Nickelphosphide,Nickelphosphide,Ni3P,Ni3P,Ni_3_P,Ni_3_P,Ni<sub>3</sub>P,Ni<sub>3</sub>P,Ni P,IMA1998-023,R070134,3352,USA (meteorite),1998,Approved, , ,"Britvin S N, Kolomensky V D, Boldyreva M M, Bogdanova A N, Kretser Y L, Boldyreva O N, Rudashesky N S (1999) Nickelphosphide (Ni,Fe)_3_P, the nickel analog of schreibersite, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 128(3), 64-72",tetragonal,4620.0,Ni P
Nierite,Nierite,Nierite,Si3N4,Si3N4,Si_3_N_4_,Si_3_N_4_,Si<sub>3</sub>N<sub>4</sub>,Si<sub>3</sub>N<sub>4</sub>,Si N,IMA1994-032,R120128,3356,Azerbaijan (meteorite),1994,Approved, , ,"Lee M R, Russell S S, Arden J W, Pillinger C T (1995) Nierite (Si_3_N_4_), a new mineral from ordinary and enstatite chondrites, Meteoritics 30, 387-398",hexagonal,4700.0,Si N
Niningerite,Niningerite,Niningerite,MgS2-,MgS,MgS^2-^,MgS,MgS<sup>2-</sup>,MgS,Mg S,IMA1966-036,,3362,Azerbaijan (meteorite),1966,Approved,Rocksalt,galena,"Keil K, Snetsinger K G (1967) Niningerite: A new meteoritic sulfide, Science 155, 451-453",cubic,4563.0,Mg S^2-
Nuwaite,Nuwaite,Nuwaite,Ni6GeS2,Ni6GeS2,Ni_6_GeS_2_,Ni_6_GeS_2_,Ni<sub>6</sub>GeS<sub>2</sub>,Ni<sub>6</sub>GeS<sub>2</sub>,Ni Ge S,IMA2013-018,,6179,Mexico (meteorite),2013,Approved,Nuwaite, ,"Ma C, Beckett J R (2018) Nuwaite (Ni_6_GeS_2_) and butianite (Ni_6_SnS_2_), two new minerals from the Allende meteorite: Alteration products in the early solar system. American Mineralogist 103, 1918-1924",tetragonal,4567.61,Ni Ge S
Oldhamite,Oldhamite,Oldhamite,CaS2-,CaS,CaS^2-^,CaS,CaS<sup>2-</sup>,CaS,Ca S,,,3413,India,1863,Grandfathered|Approved,Rocksalt,galena,"Maskelyne N S (1863) On aërolites, Report of the Thirty-second Meeting of the British Association for the Advancement of Science 32, 188-190",cubic,4563.0,Ca S^2-
Opal,Opal,Opal,SiO2·<i>n</i>H2O,SiO2·<i>n</i>H2O,SiO_2_·<i>n</i>H_2_O,SiO_2_·<i>n</i>H_2_O,SiO<sub>2</sub>·<i>n</i>H<sub>2</sub>O,SiO<sub>2</sub>·<i>n</i>H<sub>2</sub>O,Si O H,,R060652 R060653 R060651 R060650 R070627 RS727858 RS941917 R100149 R110107,3430,unknown,0,Grandfathered|Approved,Amorphous, ,Mineral name has been known since antiquity and predates any formal descriptive publication.,"hexagonal|tetragonal, amorphous",4000.0,Si O H
Osarizawaite,Osarizawaite,Osarizawaite,Cu2+Pb2+Al2(S6+O4)2(OH)6,Pb(Al2Cu2+)(SO4)2(OH)6,Cu^2+^Pb^2+^Al_2_(S^6+^O_4_)_2_(OH)_6_,Pb(Al_2_Cu^2+^)(SO_4_)_2_(OH)_6_,Cu<sup>2+</sup>Pb<sup>2+</sup>Al<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Pb(Al<sub>2</sub>Cu<sup>2+</sup>)(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Pb Al Cu S O H,,R060395 R060401,3455,Japan,1961,Approved|Redefined,Alunite-Alunite,alunite-jarosite-alunite subgroup,"Taguchi Y (1961) On osarizawaite, a new mineral of the alunite group, from the Osarizawa mine, Japan, Mineralogical Journal 3, 181-194",hexagonal,4000.0,Cu^2+ Pb^2+ Al S^6+ O H
Ottrélite,Ottrelite,Ottr&#233;lite,Mn2+Al2O(SiO4)(OH)2,Mn2+Al2O(SiO4)(OH)2,Mn^2+^Al_2_O(SiO_4_)(OH)_2_,Mn^2+^Al_2_O(SiO_4_)(OH)_2_,Mn<sup>2+</sup>Al<sub>2</sub>O(SiO<sub>4</sub>)(OH)<sub>2</sub>,Mn<sup>2+</sup>Al<sub>2</sub>O(SiO<sub>4</sub>)(OH)<sub>2</sub>,Mn Al O Si H,,R060832,3465,Belgium,1842,Grandfathered|Approved, ,ottrelite,"Descloizeaux A, Damour A A (1842) De l'ottrélite, nouvelle espèce minérale, Annales des Mines 2, 357-361",monoclinic,4000.0,Mn^2+ Al O Si H
Panguite,Panguite,Panguite,"(Ti4+,Al,Sc3+,Mg,Zr2+,Ca)1.8O3","(Ti,Al,Sc,Mg,Zr,Ca)1.8O3","(Ti^4+^,Al,Sc^3+^,Mg,Zr^2+^,Ca)_1.8_O_3_","(Ti,Al,Sc,Mg,Zr,Ca)_1.8_O_3_","(Ti<sup>4+</sup>,Al,Sc<sup>3+</sup>,Mg,Zr<sup>2+</sup>,Ca)<sub>1.8</sub>O<sub>3</sub>","(Ti,Al,Sc,Mg,Zr,Ca)<sub>1.8</sub>O<sub>3</sub>",Ti Al Sc Mg Zr Ca O,IMA2010-057,,5882,Mexico (meteorite),2010,Approved, , ,"Ma C, Tschauner O, Beckett J R, Rossman G R, Liu W (2012) Panguite, (Ti<sup>4+</sup>,Sc,Al,Mg,Zr,Ca)<sub>1.8</sub>O<sub>3</sub>, a new ultra-refractory titania mineral from the Allende meteorite: Synchrotron micro-diffraction and EBSD, American Mineralogist 97, 1219-1225",orthorhombic,4567.61,Ti^4+ Al Sc^3+ Mg Zr^2+ Ca O
Paqueite,Paqueite,Paqueite,"Ca3Ti4+Si2(Al,Ti4+,Si)3O14","Ca3TiSi2(Al,Ti,Si)3O14","Ca_3_Ti^4+^Si_2_(Al,Ti^4+^,Si)_3_O_14_","Ca_3_TiSi_2_(Al,Ti,Si)_3_O_14_","Ca<sub>3</sub>Ti<sup>4+</sup>Si<sub>2</sub>(Al,Ti<sup>4+</sup>,Si)<sub>3</sub>O<sub>14</sub>","Ca<sub>3</sub>TiSi<sub>2</sub>(Al,Ti,Si)<sub>3</sub>O<sub>14</sub>",Ca Ti Si Al O,IMA2013-053,,6216,Mexico (meteorite),2013,Approved, , ,"Ma C, Beckett J R (2016) Burnettite, CaVAlSiO_6_, and paqueite, Ca_3_TiSi_2_(Al_2_Ti)O_14_, two new minerals from Allende: Clues to the evolution of a V-rich Ca-Al-rich inclusion. Lunar and Planetary Science 47, 1595-1595

",hexagonal,4567.61,Ca Ti^4+ Si Al O
