"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Plumbophyllite","Plumbophyllite","Plumbophyllite","Pb2+2Si4O10·H2O","Pb2Si4O10·H2O","Pb^2+^_2_Si_4_O_10_·H_2_O","Pb_2_Si_4_O_10_·H_2_O","Pb<sup>2+</sup><sub>2</sub>Si<sub>4</sub>O<sub>10</sub>·H<sub>2</sub>O","Pb<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>·H<sub>2</sub>O","Pb Si O H","IMA2008-025","R130081","5684","USA","2008","Approved"," "," ","Kampf A R, Rossman G R, Housley R M (2009) Plumbophyllite, a new species from the Blue Bell claims near Baker, San Bernardino County, California, American Mineralogist 94, 1198-1204","orthorhombic","1655","Pb^2+ Si O H"
"Plumboselite","Plumboselite","Plumboselite","Pb2+3O2(Se4+O3)","Pb3O2(SeO3)","Pb^2+^_3_O_2_(Se^4+^O_3_)","Pb_3_O_2_(SeO_3_)","Pb<sup>2+</sup><sub>3</sub>O<sub>2</sub>(Se<sup>4+</sup>O<sub>3</sub>)","Pb<sub>3</sub>O<sub>2</sub>(SeO<sub>3</sub>)","Pb O Se","IMA2010-028","","5855","Namibia","2010","Approved"," "," ","Kampf A R, Mills S J, Pinch W W (2011) Plumboselite, Pb_3_O_2_(SeO_3_), a new oxidation-zone mineral from Tsumeb, Namibia, Mineralogy and Petrology 101, 75-80","orthorhombic","541","Pb^2+ O Se^4+"
"Plumosite","Plumosite","Plumosite","Pb2+2Sb3+2S2-5","Pb2Sb2S5","Pb^2+^_2_Sb^3+^_2_S^2-^_5_","Pb_2_Sb_2_S_5_","Pb<sup>2+</sup><sub>2</sub>Sb<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>5</sub>","Pb<sub>2</sub>Sb<sub>2</sub>S<sub>5</sub>","Pb Sb S","","","5467","Germany","1845","Questionable mineral species|Approved"," "," ","Haidinger M W (1845) XIV. Ordnung. Glanze. 51 Plumosit, in Handbuch der bestimmenden Mineralogie, Bei Braumüller & Seidel (Wein) 569-569

Chemical formula revised from Pb_4.5_Sb_4.5_S_11_ to Pb_2_Sb_2_S_5_:
Cook N J, Damian G S (1997) New data on ""plumosite"" and other sulphosalt minerals from the herja hydrothermal vein deposit, Baia Mare district, Rumania. Geologica Carpathica 48, 387-399","","311","Pb^2+ Sb^3+ S^2-"
"Podlesnoite","Podlesnoite","Podlesnoite","BaCa2(CO3)2F2","Ca2Ba(CO3)2F2","BaCa_2_(CO_3_)_2_F_2_","Ca_2_Ba(CO_3_)_2_F_2_","BaCa<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>F<sub>2</sub>","Ca<sub>2</sub>Ba(CO<sub>3</sub>)<sub>2</sub>F<sub>2</sub>","Ca Ba C O F","IMA2006-033","","5545","Russia","2006","Approved"," "," ","Pekov I V, Zubkova N V, Chukanov N V, Pushcharovsky D Y, Kononkova N N, Zadov A E (2008) Podlesnoite BaCa2(CO3)2F2 a new mineral species from the Kirovskii mine, Khibiny, Kola Peninsula, Russia, The Mineralogical Record 39, 137-148","orthorhombic","413.6","Ba Ca C O F"
"Poirierite","Poirierite","Poirierite","Mg2SiO4","Mg2SiO4","Mg_2_SiO_4_","Mg_2_SiO_4_","Mg<sub>2</sub>SiO<sub>4</sub>","Mg<sub>2</sub>SiO<sub>4</sub>","Mg Si O","IMA2018-026b","","6995","China (meteorite) / Australia (meteorite) / USA (meteorite)","2020","Approved"," "," ","Tomioka N, Bindi L, Okuchi T, Miyahara M, Iitaka T, Li Z, Kawatsu T, Xie X, Purevjav N, Tani R, Kodama Y (2021) Poirierite, a dense metastable polymorph of magnesium iron silicate in shocked meteorites. Communications Earth & Environment 2, 16","orthorhombic","","Mg Si O"
"Pokhodyashinite","Pokhodyashinite","Pokhodyashinite","Cu2Tl3Sb5As2S13","Cu2Tl3Sb5As2S13","Cu_2_Tl_3_Sb_5_As_2_S_13_","Cu_2_Tl_3_Sb_5_As_2_S_13_","Cu<sub>2</sub>Tl<sub>3</sub>Sb<sub>5</sub>As<sub>2</sub>S<sub>13</sub>","Cu<sub>2</sub>Tl<sub>3</sub>Sb<sub>5</sub>As<sub>2</sub>S<sub>13</sub>","Cu Tl Sb As S","IMA2019-130","","7013","Russia","2020","Pending publication|Approved"," "," ","Kasatkin, A.V., Makovicky, E., Plášil, J., Škoda, R., Agakhanov, A.A. and Tsyganko, M.V. (2020) Pokhodyashinite, IMA 2019-130. CNMNC Newsletter No. 55; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.39","","","Cu Tl Sb As S"
"Pokrovskite","Pokrovskite","Pokrovskite","Mg2CO3(OH)2","Mg2(CO3)(OH)2","Mg_2_CO_3_(OH)_2_","Mg_2_(CO_3_)(OH)_2_","Mg<sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>","Mg<sub>2</sub>(CO<sub>3</sub>)(OH)<sub>2</sub>","Mg C O H","IMA1982-054","","3670","Kazakhstan","1982","Approved","Malachite"," ","Ivanov O K, Malinovskii Y A, Mozherin Y V (1984) Pokovskite, Mg_2_(CO_3_)(OH)_2_·0.5H_2_O, a new mineral from the Zlatorgorskaya, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 113(1) 90-95

Chemical formula revised:
Perchiazzi N, Merlino S (2006) The malachite-rosasite group: crystal structures of glaukospaerite and pokrovskite, European Journal of Mineralogy 18, 787-792 ","monoclinic","92.3","Mg C O H"
"Polarite","Polarite","Polarite","Pd(Bi,Pb)","Pd(Bi,Pb)","Pd(Bi,Pb)","Pd(Bi,Pb)","Pd(Bi,Pb)","Pd(Bi,Pb)","Pd Bi Pb","IMA1969-032","","3671","Russia","1969","Approved"," "," ","Genkin A D, Evstigneeva T L, Troneva N V, Vyal'sov L N (1969) Polarite, Pd(Pb, Bi) a new mineral from copper-nickel sulfide ores, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 98, issue 6, 708-715

Fleischer M, Nickel E H (1970) New mineral names, American Mineralogist 55, 1810-1818","orthorhombic","2050","Pd Bi Pb"
"Poldervaartite","Poldervaartite","Poldervaartite","Ca2(SiO3OH)(OH)","Ca(Ca,Mn)(SiO3OH)(OH)","Ca_2_(SiO_3_OH)(OH)","Ca(Ca,Mn)(SiO_3_OH)(OH)","Ca<sub>2</sub>(SiO<sub>3</sub>OH)(OH)","Ca(Ca,Mn)(SiO<sub>3</sub>OH)(OH)","Ca Mn Si O H","IMA1992-012","R080080","3672","South Africa","1992","Approved"," "," ","Dai Y S, Harlow G E, McGhie A R (1993) Poldervaartite, Ca(Ca_0.5_Mn_0.5_)(SiO_3_OH)(OH), a new acid nesosilicate from the Kalahari manganese field, South Africa: Crystal structure and description, American Mineralogist 78, 1082-1087","orthorhombic","2400","Ca Si O H"
"Polekhovskyite","Polekhovskyite","Polekhovskyite","MoNiP2","MoNiP2","MoNiP_2_","MoNiP_2_","MoNiP<sub>2</sub>","MoNiP<sub>2</sub>","Mo Ni P","IMA2018-147","","6872","Israel","2019","Pending publication|Approved"," "," ","Britvin, S.N., Murashko, M.N., Vereshchagin, O.S., Vapnik, Y., Shilovskikh, V.V. and Vlasenko, N.S. (2019) Polekhovskyite, IMA2018-147. CNMNC Newsletter No. 48, April 2019, page 401; European Journal of Mineralogy, 31, 399–402","hexagonal","16","Mo Ni P"
"Polezhaevaite-(Ce)","Polezhaevaite-(Ce)","Polezhaevaite-(Ce)","NaSrCeF6","NaSrCeF6","NaSrCeF_6_","NaSrCeF_6_","NaSrCeF<sub>6</sub>","NaSrCeF<sub>6</sub>","Na Sr Ce F","IMA2009-015","","5744","Russia","2009","Approved","Gagarinite"," ","Yakovenchuk V N, Selivanova E A, Ivanyuk G Y, Pakhomovsky Y A, Korchak J A, Nikolaev A P (2010) Polezhaevaite-(Ce), NaSrCeF6, a new mineral from the Khibiny massif (Kola Peninsula, Russia), American Mineralogist 95, 1080-1083","hexagonal","413.6","Na Sr Ce F"
"Polhemusite","Polhemusite","Polhemusite","(Zn,Hg)S","(Zn,Hg)S","(Zn,Hg)S","(Zn,Hg)S","(Zn,Hg)S","(Zn,Hg)S","Zn Hg S","IMA1972-017","","3673","USA","1972","Approved"," "," ","Leonard B F, Desborough G A (1978) Polhemusite, a new Hg-Zn sulfide from Idaho, American Mineralogist 63, 1153-1161","cubic|tetragonal","48","Zn Hg S"
"Polkanovite","Polkanovite","Polkanovite","Rh12As7","Rh12As7","Rh_12_As_7_","Rh_12_As_7_","Rh<sub>12</sub>As<sub>7</sub>","Rh<sub>12</sub>As<sub>7</sub>","Rh As","IMA1997-030","R070076","3674","Russia","1997","Approved"," "," ","Britvin S N, Rudashevsky N S, Bogdanova A N, Shcherbachov D K (1998) Polkanovite Rh12As7 — the new mineral from a placer at the Miass River (the South Urals), Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 127, issue 2, 60-62

Jambor J L, Roberts A C (1999) New mineral names, American Mineralogist 84, 193-198","hexagonal","141.4","Rh As"
"Polkovicite","Polkovicite","Polkovicite","(Fe,Pb)3(Ge,Fe)1-xS4","(Fe,Pb)3(Ge,Fe)1-xS4","(Fe,Pb)_3_(Ge,Fe)_1-x_S_4_","(Fe,Pb)_3_(Ge,Fe)_1-x_S_4_","(Fe,Pb)<sub>3</sub>(Ge,Fe)<sub>1-x</sub>S<sub>4</sub>","(Fe,Pb)<sub>3</sub>(Ge,Fe)<sub>1-x</sub>S<sub>4</sub>","Fe Pb Ge S","IMA1974-037","","3675","Poland","1974","Approved"," "," ","Haranczyk C (1975) Morozewiczyt Polkowicyt: Mineraly typochemiczne Mezozoicznej mineralizacji (Morozeviczite and polkovicite, typochemical minerals of Mesozoic mineralization of the Fore-Sudenten monocline), Rudarski Metalurski Zbornik 20, 288-293

Fleischer M, Pabst A (1981) New mineral names, American Mineralogist 66, 436-439","","","Fe Pb Ge S"
"Polloneite","Polloneite","Polloneite","Ag1+Pb2+46As3+26Sb3+23S2-120","AgPb46As26Sb23S120","Ag^1+^Pb^2+^_46_As^3+^_26_Sb^3+^_23_S^2-^_120_","AgPb_46_As_26_Sb_23_S_120_","Ag<sup>1+</sup>Pb<sup>2+</sup><sub>46</sub>As<sup>3+</sup><sub>26</sub>Sb<sup>3+</sup><sub>23</sub>S<sup>2-</sup><sub>120</sub>","AgPb<sub>46</sub>As<sub>26</sub>Sb<sub>23</sub>S<sub>120</sub>","Ag Pb As Sb S","IMA2014-093","","6391","Italy","2014","Approved","Sartorite"," ","Topa D, Keutsch F N, Makovicky E, Kolitsch U, Paar W (2017) Polloneite, a new complex Pb(-Ag)-As-Sb sulfosalt from the Pollone mine, Apuan Alps, Tuscany, Italy. Mineralogical Magazine 81, 1303-1322","monoclinic","","Ag^1+ Pb^2+ As^3+ Sb^3+ S^2-"
"Pollucite","Pollucite","Pollucite","Cs(Si2Al)O6·nH2O","Cs(Si2Al)O6·nH2O","Cs(Si_2_Al)O_6_·nH_2_O","Cs(Si_2_Al)O_6_·nH_2_O","Cs(Si<sub>2</sub>Al)O<sub>6</sub>·nH<sub>2</sub>O","Cs(Si<sub>2</sub>Al)O<sub>6</sub>·nH<sub>2</sub>O","Cs Si Al O H","","R050344 R050345","3676","Italy","1846","Approved"," ","zeolite","Breithaupt A (1846) Pollux. (Poggendorff's), Annalen der Physik und Chemie 69, 439-439","cubic|tetragonal","2799","Cs Si Al O H"
"Polyakovite-(Ce)","Polyakovite-(Ce)","Polyakovite-(Ce)","(Ce3+,Ca)4MgCr3+2(Ti4+,Nb5+)2Si4O22","(Ce,Ca)4MgCr2(Ti,Nb)2Si4O22","(Ce^3+^,Ca)_4_MgCr^3+^_2_(Ti^4+^,Nb^5+^)_2_Si_4_O_22_","(Ce,Ca)_4_MgCr_2_(Ti,Nb)_2_Si_4_O_22_","(Ce<sup>3+</sup>,Ca)<sub>4</sub>MgCr<sup>3+</sup><sub>2</sub>(Ti<sup>4+</sup>,Nb<sup>5+</sup>)<sub>2</sub>Si<sub>4</sub>O<sub>22</sub>","(Ce,Ca)<sub>4</sub>MgCr<sub>2</sub>(Ti,Nb)<sub>2</sub>Si<sub>4</sub>O<sub>22</sub>","Ce Ca Mg Cr Ti Nb Si O","IMA1998-029","","3677","Russia","1998","Approved","Chevkinite"," ","Popov V A, Pautov L A, Sokolova E, Hawthorne F C, McCammon C, Bazhenova L F (2001) Polyakovite-(Ce), (REE,Ca)4 (Mg,Fe2+) (Cr3+,Fe3+)2 (Ti,Nb)2 Si4 O22, a new metamict mineral species from the Ilmen Mountains, southern Urals, Russia: mineral description and crystal chemistry, The Canadian Mineralogist 39, 1095-1104

Jambor J L, Roberts A C (2002) New mineral names, American Mineralogist 87, 765-768","monoclinic","","Ce^3+ Ca Mg Cr^3+ Ti^4+ Nb^5+ Si O"
"Polyarsite","Polyarsite","Polyarsite","Na7CaMgCu2+2(As5+O4)4F2Cl","Na7CaMgCu2(AsO4)4F2Cl","Na_7_CaMgCu^2+^_2_(As^5+^O_4_)_4_F_2_Cl","Na_7_CaMgCu_2_(AsO_4_)_4_F_2_Cl","Na<sub>7</sub>CaMgCu<sup>2+</sup><sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>F<sub>2</sub>Cl","Na<sub>7</sub>CaMgCu<sub>2</sub>(AsO<sub>4</sub>)<sub>4</sub>F<sub>2</sub>Cl","Na Ca Mg Cu As O F Cl","IMA2019-058","","6946","Russia","2019","Pending publication|Approved"," "," ","Pekov, I.V., Zubkova, N.V., Agakhanov, A.A., Belakovskiy, D.I., Vigasina, M.F., Britvin, S.N., Turchkova, A.G., Sidorov, E.G. and Pushcharovsky, D.Y. (2019) Polyarsite, IMA 2019-058. CNMNC Newsletter No. 52; Mineralogical Magazine, 83, https://doi.org/10.1180/mgm.2019.73","monoclinic","","Na Ca Mg Cu^2+ As^5+ O F Cl"
"Polybasite","Polybasite","Polybasite","Cu(Ag,Cu)6Ag9Sb2S11","[Ag9CuS4][(Ag,Cu)6(Sb,As)2S7]","Cu(Ag,Cu)_6_Ag_9_Sb_2_S_11_","[Ag_9_CuS_4_][(Ag,Cu)_6_(Sb,As)_2_S_7_]","Cu(Ag,Cu)<sub>6</sub>Ag<sub>9</sub>Sb<sub>2</sub>S<sub>11</sub>","[Ag<sub>9</sub>CuS<sub>4</sub>][(Ag,Cu)<sub>6</sub>(Sb,As)<sub>2</sub>S<sub>7</sub>]","Ag Cu S Sb As","","R061052","3678","Mexico / Germany","1829","Approved|Redefined","Polybasite","polybasite","Rose H (1829) Ueber die in der Natur vorkommenden nicht oxydirten Verbindungen des Antimons und des Arseniks. 2. Polybasit, eine neue Species, Annalen der Physik und Chemie 15, 573-591

Redefined:
Bindi L, Evain M, Spry P G, Menchetti S (2007) The pearceite-polybasite group of minerals: crystal chemistry and new nomenclature rules, American Mineralogist 92, 918-925","monoclinic|hexagonal","4000","Cu Ag Sb S"
"Polycrase-(Y)","Polycrase-(Y)","Polycrase-(Y)","Y3+(Ti4+,Nb5+)2(O,OH)6","Y(Ti,Nb)2(O,OH)6","Y^3+^(Ti^4+^,Nb^5+^)_2_(O,OH)_6_","Y(Ti,Nb)_2_(O,OH)_6_","Y<sup>3+</sup>(Ti<sup>4+</sup>,Nb<sup>5+</sup>)<sub>2</sub>(O,OH)<sub>6</sub>","Y(Ti,Nb)<sub>2</sub>(O,OH)<sub>6</sub>","Y Ti Nb O H","IMA1987 s.p.","","3679","Norway","1844","Approved|Renamed","Columbite","columbite-euxenite-euxenite subgroup","Scheerer T (1844) Polykras und malakon, zwei neue Mineralspecies, Annalen der Physik und Chemie 62, 429-443

Name changed from polycrase:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","orthorhombic","2815","Y^3+ Ti^4+ Nb^5+ O H"
"Polydymite","Polydymite","Polydymite","Ni2+Ni3+2S2-4","Ni2+Ni3+2S4","Ni^2+^Ni^3+^_2_S^2-^_4_","Ni^2+^Ni^3+^_2_S_4_","Ni<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>","Ni<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sub>4</sub>","Ni S","","R050609 R070377","3680","Germany","1876","Grandfathered|Approved","Spinel","linnaeite","Laspeyres H (1876) Chemische Untersuchungen von Nickelerzen; 1. Polydymit, ein neues Nickelerz, Journal für Praktische Chemie 122, 397-413","cubic","4000","Ni^2+ Ni^3+ S^2-"
"Polylithionite","Polylithionite","Polylithionite","KLi2AlSi4O10F2","KLi2AlSi4O10F2","KLi_2_AlSi_4_O_10_F_2_","KLi_2_AlSi_4_O_10_F_2_","KLi<sub>2</sub>AlSi<sub>4</sub>O<sub>10</sub>F<sub>2</sub>","KLi<sub>2</sub>AlSi<sub>4</sub>O<sub>10</sub>F<sub>2</sub>","K Li Al Si O F","","R050132 R060172 R060215 R060225","3682","Denmark (Greenland)","1884","Approved","Mica","mica-true micas","Lorenzen J (1884) Untersuchung einiger mineralien aus Kangerdluarsuk in Grönland, Zeitschrift für Krystallographie und Mineralogie 9, 243-254","monoclinic","2660","K Li Al Si O F"
"Polyphite","Polyphite","Polyphite","Na6(Na4Ca2)2Na2Ti4+2Na2Ti4+2(Si2O7)2(PO4)6O4F4","Na6(Na4Ca2)2Na2Ti2Na2Ti2(Si2O7)2(PO4)6O4F4","Na_6_(Na_4_Ca_2_)_2_Na_2_Ti^4+^_2_Na_2_Ti^4+^_2_(Si_2_O_7_)_2_(PO_4_)_6_O_4_F_4_","Na_6_(Na_4_Ca_2_)_2_Na_2_Ti_2_Na_2_Ti_2_(Si_2_O_7_)_2_(PO_4_)_6_O_4_F_4_","Na<sub>6</sub>(Na<sub>4</sub>Ca<sub>2</sub>)<sub>2</sub>Na<sub>2</sub>Ti<sup>4+</sup><sub>2</sub>Na<sub>2</sub>Ti<sup>4+</sup><sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>6</sub>O<sub>4</sub>F<sub>4</sub>","Na<sub>6</sub>(Na<sub>4</sub>Ca<sub>2</sub>)<sub>2</sub>Na<sub>2</sub>Ti<sub>2</sub>Na<sub>2</sub>Ti<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>6</sub>O<sub>4</sub>F<sub>4</sub>","Na Ca Ti Si O P F","IMA1990-025","","5137","Russia","1990","Approved|Redefined","Seidozerite-Murmanite","epistolite","Khomyakov A P, Nechelyustov G N, Sokolova E V, Dorokhova G I (1992) Quadruphite Na_14_CaMgTi_4_[Si_2_O_7_]_2_[PO_4_]_4_O_4_F_2_ and polyphite Na_17_Ca_3_Mg(Ti,Mn)_4_[Si_2_O_7_]_2_[PO_4_]_6_O_2_F_6_ - new minerals of the lomonosovite family, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 121(1), 105-112

Chemical formula revised:
Sokolova E, Hawthorne F C, Khomyakov A P (2005) Polyphite and sobolevite: Revision of their crystal structures, The Canadian Mineralogist 43, 1527-1544 ","triclinic","363","Na Ca Ti^4+ Si O P F"
"Poppiite","Poppiite","Poppiite","Ca2V3+V3+2(Si2O7)(SiO4)(OH,O)2·H2O","Ca2V3+V3+2(Si2O7)(SiO4)(OH,O)2·H2O","Ca_2_V^3+^V^3+^_2_(Si_2_O_7_)(SiO_4_)(OH,O)_2_·H_2_O","Ca_2_V^3+^V^3+^_2_(Si_2_O_7_)(SiO_4_)(OH,O)_2_·H_2_O","Ca<sub>2</sub>V<sup>3+</sup>V<sup>3+</sup><sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)(OH,O)<sub>2</sub>·H<sub>2</sub>O","Ca<sub>2</sub>V<sup>3+</sup>V<sup>3+</sup><sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)(OH,O)<sub>2</sub>·H<sub>2</sub>O","Ca V Si O H","IMA2005-018","","5299","Italy","2005","Approved","Pumpellyite","pumpellyite","Brigatti M F, Caprilli E, Marchesini M (2006) Poppiite, the V^3+^ end-member of the pumpellyite group: Description and crystal structure, American Mineralogist 91, 584-588

Chemical formula changed from Ca_2_(V^3+^,Fe^3+^,Mg)V^3+^_2_(Si,Al)_3_(O,OH)_14_:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 50. New minerals and nomenclature modifications approved in 2019. Mineralogical Magazine 83, 615-620","monoclinic","2679.7","Ca V^3+ Si O H"
"Popugaevaite","Popugaevaite","Popugaevaite","Ca3[B5O6(OH)6]FCl2·8H2O","Ca3[B5O6(OH)6]FCl2·8H2O","Ca_3_[B_5_O_6_(OH)_6_]FCl_2_·8H_2_O","Ca_3_[B_5_O_6_(OH)_6_]FCl_2_·8H_2_O","Ca<sub>3</sub>[B<sub>5</sub>O<sub>6</sub>(OH)<sub>6</sub>]FCl<sub>2</sub>·8H<sub>2</sub>O","Ca<sub>3</sub>[B<sub>5</sub>O<sub>6</sub>(OH)<sub>6</sub>]FCl<sub>2</sub>·8H<sub>2</sub>O","Ca B O H F Cl","IMA2019-115","","6999","Russia","2020","Pending publication|Approved","Brianroulstonite"," ","Pekov, I.V., Zubkova, N.V., Chaikovskiy, I.I., Chukanov, N.V., Belakovskiy, D.I., Yapaskurt, V.O., Bychkova, Y.V., Ksenofontov, D.A., Chirkova, E.P., Britvin, S.N. and Pushcharovsky, D.Y. (2020) Popugaevaite, IMA 2019-115. CNMNC Newsletter No. 54; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.21","monoclinic","","Ca B O H F Cl"
"Pošepnýite","Posepnyite","Po&#154;epn&#253;ite","(Cu+13[box]3)(Hg2+4Cu+12)Sb3+4(Se2-12.5[box]0.5)","(Cu+3[box]3)Σ6(Hg2+4Cu+2)Σ6Sb4(Se12.5[box]0.5)Σ13","(Cu^+1^_3_[box]_3_)(Hg^2+^_4_Cu^+1^_2_)Sb^3+^_4_(Se^2-^_12.5_[box]_0.5_)","(Cu^+^_3_[box]_3_)_Σ6_(Hg^2+^_4_Cu^+^_2_)_Σ6_Sb_4_(Se_12.5_[box]_0.5_)_Σ13_","(Cu<sup>+1</sup><sub>3</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>3</sub>)(Hg<sup>2+</sup><sub>4</sub>Cu<sup>+1</sup><sub>2</sub>)Sb<sup>3+</sup><sub>4</sub>(Se<sup>2-</sup><sub>12.5</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.5</sub>)","(Cu<sup>+</sup><sub>3</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>3</sub>)<sub>Σ6</sub>(Hg<sup>2+</sup><sub>4</sub>Cu<sup>+</sup><sub>2</sub>)<sub>Σ6</sub>Sb<sub>4</sub>(Se<sub>12.5</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.5</sub>)<sub>Σ13</sub>","Cu Hg Sb Se","IMA2018-121a","","6984","Czech Republic","2020","Pending publication|Approved"," "," ","Škácha, P., Sejkora, J., Plášil, J. and Makovicky, E. (2020) Pošepnýite, IMA 2018-121a. CNMNC Newsletter No. 54; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.21","cubic","","Cu Hg^2+ Sb^3+ Se^2-"
"Postite","Postite","Postite","Mg(H2O)6Al2(OH)2(H2O)8(V5+10O28)·13H2O","Mg(H2O)6Al2(OH)2(H2O)8(V10O28)·13H2O","Mg(H_2_O)_6_Al_2_(OH)_2_(H_2_O)_8_(V^5+^_10_O_28_)·13H_2_O","Mg(H_2_O)_6_Al_2_(OH)_2_(H_2_O)_8_(V_10_O_28_)·13H_2_O","Mg(H<sub>2</sub>O)<sub>6</sub>Al<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>8</sub>(V<sup>5+</sup><sub>10</sub>O<sub>28</sub>)·13H<sub>2</sub>O","Mg(H<sub>2</sub>O)<sub>6</sub>Al<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>8</sub>(V<sub>10</sub>O<sub>28</sub>)·13H<sub>2</sub>O","Mg H O Al V","IMA2011-060","","6003","USA","2011","Approved"," "," ","Kampf A R, Hughes J M, Marty J, Nash B (2012) Postite, Mg(H<sub>2</sub>O)<sub>6</sub>Al<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>8</sub>(V<sub>10</sub>O<sub>28</sub>)·13H<sub>2</sub>O, a new mineral species from the La Sal Mining District, Utah: Crystal structure and descriptive mineralogy, The Canadian Mineralogist 50, 45-53","orthorhombic","0","Mg H O Al V^5+"
"Potarite","Potarite","Potarite","PdHg","PdHg","PdHg","PdHg","PdHg","PdHg","Pd Hg","","","3688","Guyana","1928","Grandfathered|Approved"," "," ","Spencer L J (1928) Potarite, a new mineral discovered by the late Sir John Harrison in British Guiana, Mineralogical Magazine 21, 397-406","tetragonal","3254","Pd Hg"
"Potassic-arfvedsonite","Potassic-arfvedsonite","Potassic-arfvedsonite","KNa2Fe2+4Fe3+Si8O22(OH)2","KNa2(Fe2+4Fe3+)Si8O22(OH)2","KNa_2_Fe^2+^_4_Fe^3+^Si_8_O_22_(OH)_2_","KNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_","KNa<sub>2</sub>Fe<sup>2+</sup><sub>4</sub>Fe<sup>3+</sup>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>","KNa<sub>2</sub>(Fe<sup>2+</sup><sub>4</sub>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>","K Na Fe Si O H","IMA2003-043","R050516","5247","Denmark (Greenland) / Russia","2003","Approved|Redefined","Amphibole","amphibole-group 4 Na","Pekov I V, Chukanov N V, Lebedeva Y S, Pushcharovsky D Y, Ferraris G, Gula A, Zadov A E, Novakova A A, Petersen O V (2004) Potassicarfvedsonite, KNa_2_Fe^2+^_4_Fe^3+^Si_8_O_22_(OH)_2_, a K-dominant amphibole of the arfvedsonite series from agpaitic pegmatites - Mineral data, structure refinement and disorder in the A site, Neues Jahrbuch für Mineralogie, Monatshefte 2004, 555-574

Name changed from potassicarfvedsonite:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup. American Mineralogist 97, 2031-2048
","monoclinic","2072","K Na Fe^2+ Fe^3+ Si O H"
